text,label
"اشتراك عرض",subscribe_offer
"تفعيل الباقة",subscribe_offer
"i want to buy an sms package",subscribe_offer
"subscribe to a text message plan",subscribe_offer
"activate an sms bundle",subscribe_offer
"get me an sms add-on",subscribe_offer
"purchase text message pack",subscribe_offer
"i need more sms, buy a package",subscribe_offer
"add sms to my plan",subscribe_offer
"buy additional text messages",subscribe_offer
"upgrade my plan to include sms",subscribe_offer
"i want to subscribe to sms bundle",subscribe_offer
"get sms subscription",subscribe_offer
"i ran out of sms, i want to buy more",subscribe_offer
"order text message bundle",subscribe_offer
"purchase sms top up package",subscribe_offer
"add a messaging pack to my line",subscribe_offer
"i need to buy an sms plan",subscribe_offer
"enable sms package on my account",subscribe_offer
"get the sms booster",subscribe_offer
"give me the text addon",subscribe_offer
"sign me up for sms pack",subscribe_offer
"asdfgh",unknown
"qwerty",unknown
"blue banana square",unknown
"lorem ipsum placeholder",unknown
"zzzz 987 random symbols",unknown
"how can i view my bill",view_bill
"view my bill",view_bill
"billing statement",view_bill
"my bill",view_bill
"invoice",view_bill
"show my latest bill",view_bill
"open my monthly invoice",view_bill
"check this month's charges",view_bill
"view my postpaid statement",view_bill
"see the bill breakdown",view_bill
"show my outstanding invoice",view_bill
"open my billing details",view_bill
"what was i charged this month",view_bill
"show my invoice summary",view_bill
"check my bill amount",view_bill
"invoice this month",view_bill
"show invoice this month",view_bill
"this month's invoice",view_bill
"monthly invoice amount",view_bill
"check invoice for this month",view_bill
"查看账单",view_bill
"账单",view_bill
"我的账单",view_bill
"月账单",view_bill
"فاتورة",view_bill
"كيف أعرض الفاتورة",view_bill
"what offers are available",view_offers
"view offers",view_offers
"show offers",view_offers
"available packages",view_offers
"current offers",view_offers
"promotions",view_offers
"roaming plan",view_offers
"roaming package",view_offers
"show me prepaid offers",view_offers
"what data bundles can i buy",view_offers
"show available add-ons",view_offers
"what roaming packages do you have",view_offers
"any call bundles available",view_offers
"show me internet plans",view_offers
"which bundles are available for my line",view_offers
"what promotions can i activate",view_offers
"list the current prepaid packages",view_offers
"show my eligible offers",view_offers
"查看优惠",view_offers
"优惠",view_offers
"套餐",view_offers
"有什么优惠",view_offers
"可用套餐",view_offers
"العروض",view_offers
"ما العروض المتاحة",view_offers
"عرض الباقات",view_offers
"show me available sms packages",view_offers
"what sms plans do you have",view_offers
"list text message bundles",view_offers
"show sms offers",view_offers
"browse sms packages",view_offers
"what text plans are available",view_offers
"i want to see sms options",view_offers
"tell me about sms deals",view_offers
"any sms promotions",view_offers
"compare sms plans",view_offers
"show me what text message packs you offer",view_offers
"what sms bundles do you have",view_offers
"display sms packages",view_offers
"check available text plans",view_offers
"any new sms offers",view_offers
"check my voice usage",voice_usage_query
"how many minutes do i have left",voice_usage_query
"remaining call minutes",voice_usage_query
"voice balance",voice_usage_query
"call usage",voice_usage_query
"check my remaining minutes",voice_usage_query
"how much talk time left",voice_usage_query
"check my call balance",voice_usage_query
"minutes left on my plan",voice_usage_query
"remaining voice minutes",voice_usage_query
"how many call minutes remain",voice_usage_query
"check my outgoing minutes balance",voice_usage_query
"how much talk time do i still have",voice_usage_query
"show my local minutes usage",voice_usage_query
"how many national minutes are left",voice_usage_query
"check my call allowance",voice_usage_query
"have i used all my call minutes",voice_usage_query
"remaining voice allowance",voice_usage_query
"international calling minutes left",voice_usage_query
"show my talk time balance",voice_usage_query
"查语音",voice_usage_query
"剩余分钟",voice_usage_query
"通话还剩多少",voice_usage_query
"语音用量",voice_usage_query
"查询通话分钟",voice_usage_query
"استخدام المكالمات",voice_usage_query
"كم دقيقة متبقية",voice_usage_query
"الدقائق المتبقية",voice_usage_query
"رصيد المكالمات",voice_usage_query
"check my remaining call minutes",voice_usage_query
"voice minutes balance",voice_usage_query
"how much talk time remaining",voice_usage_query
"show my call usage",voice_usage_query
"am i out of minutes",voice_usage_query
"how many minutes did i use this month",voice_usage_query
"check voice credit left",voice_usage_query
"talk time status",voice_usage_query
"how many calling minutes do i have",voice_usage_query
"voice bundle remaining",voice_usage_query
"did i use all my minutes",voice_usage_query
"look up my voice usage",voice_usage_query
"check call minutes left",voice_usage_query
